Latitude,Longitude,Elevation
51.21916000,-115.608820,1609.0
51.21916000,-115.608860,1609.0
51.21916000,-115.608920,1610.0
51.21917000,-115.608970,1609.0
51.21917000,-115.609020,1610.0
51.21916000,-115.609070,1611.0
51.21915000,-115.609120,1612.0
51.21914000,-115.609160,1614.0
51.21914000,-115.609220,1614.0
51.21914000,-115.609290,1615.0
51.21915000,-115.609340,1614.0
51.21915000,-115.609390,1614.0
51.21917000,-115.609450,1613.0
51.21919000,-115.609480,1612.0
51.21921000,-115.609530,1611.0
51.21924000,-115.609560,1610.0
51.21926000,-115.609590,1609.0
51.21929000,-115.609620,1608.0
51.21932000,-115.609650,1606.0
51.21935000,-115.609680,1605.0
51.21937000,-115.609710,1604.0
51.21939000,-115.609750,1604.0
51.21940000,-115.609810,1604.0
51.21941000,-115.609860,1604.0
51.21942000,-115.609920,1604.0
51.21943000,-115.609960,1605.0
51.21945000,-115.610010,1604.0
51.21948000,-115.610060,1605.0
51.21950000,-115.610090,1605.0
51.21952000,-115.610130,1605.0
51.21955000,-115.610180,1605.0
51.21956000,-115.610230,1605.0
51.21959000,-115.610250,1605.0
51.21961000,-115.610280,1605.0
51.21963000,-115.610340,1605.0
51.21965000,-115.610370,1605.0
51.21967000,-115.610400,1605.0
51.21970000,-115.610430,1604.0
51.21972000,-115.610480,1605.0
51.21973000,-115.610540,1605.0
51.21973000,-115.610590,1606.0
51.21974000,-115.610640,1607.0
51.21975000,-115.610680,1608.0
51.21976000,-115.610730,1609.0
51.21977000,-115.610800,1610.0
51.21981000,-115.610840,1610.0
51.21984000,-115.610860,1609.0
51.21987000,-115.610880,1608.0
51.21990000,-115.610890,1607.0
51.21994000,-115.610890,1605.0
51.21996000,-115.610900,1604.0
51.21999000,-115.610930,1603.0
51.22002000,-115.610950,1602.0
51.22005000,-115.610960,1601.0
51.22008000,-115.610980,1600.0
51.22011000,-115.610990,1598.0
51.22014000,-115.611010,1597.0
51.22016000,-115.611060,1597.0
51.22017000,-115.611110,1597.0
51.22020000,-115.611140,1597.0
51.22023000,-115.611170,1596.0
51.22026000,-115.611210,1596.0
51.22028000,-115.611250,1597.0
51.22030000,-115.611280,1597.0
51.22032000,-115.611310,1597.0
51.22036000,-115.611340,1597.0
51.22039000,-115.611360,1596.0
51.22041000,-115.611380,1597.0
51.22045000,-115.611400,1595.0
51.22049000,-115.611410,1595.0
51.22053000,-115.611420,1593.0
51.22055000,-115.611430,1593.0
51.22058000,-115.611460,1592.0
